id,title,release_date
42925,The Kings' Crusade: New Allies,2011-02-09
57650,DUNGEONS - Steam Special Edition,2011-02-10
40407,AI War: Light of the Spire,2011-02-14
33770,Drakensang: The River of Time,2011-01-11
47800,RISK™: Factions,2011-03-08
18408,Crazy Machines 2: Time Travel Add-On,2011-03-11
63710,BIT.TRIP RUNNER,2011-02-28
55100,Homefront,2011-03-14
80200,Fate of the World,2011-02-28
92400,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28
56436,"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack",2011-02-28
56435,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",2011-02-28
56433,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2011-02-28
56432,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",2011-02-28
56431,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",2011-02-28
39120,RIFT,2013-10-24
56437,"Warhammer 40,000: Dawn of War II: Retribution",2011-02-28
94000,Dinner Date,2011-03-01
56434,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2011-02-28
92700,Shadow Harvest: Phantom Ops,2011-04-05
73012,Cities in Motion: Design Classics,2011-04-05
48803,Ship Simulator Extremes: Ferry Pack,2011-04-05
56536,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",2011-04-06
44620,STCC The Game 2 – Expansion Pack for RACE 07,2011-04-08
91200,Anomaly: Warzone Earth,2011-04-08
46790,Armada 2526,2010-06-10
73170,Darkest Hour: A Hearts of Iron Game,2011-04-08
57655,Dungeons: Into the Dark DLC Pack,2011-04-11
70000,Dino D-Day,2011-04-08
57730,Patrician IV: Rise of a Dynasty,2011-04-11
620,Portal 2,2011-04-18
42918,Magicka: Vietnam,2011-04-12
91600,Sanctum,2011-04-15
73020,Majesty 2 Collection,2011-04-19
56482,"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2011-05-26
56438,Dawn of War II: Retribution – The Last Stand,2011-04-20
56481,"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2011-05-26
98200,Frozen Synapse,2011-05-26
56480,"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2011-05-26
72905,Winter Voices Episode 4: Amethyst Rivers,2011-05-27
22450,Hunted: The Demon’s Forge™,2011-05-30
42140,Hamilton's Great Adventure,2011-05-31
47898,The Sims™ 3 Generations,2011-05-31
73181,Cities in Motion: Tokyo,2011-05-31
73031,Magicka: Nippon,2011-05-31
9992,Ghostbusters: Sanctum of Slime Challenge Pack DLC,2011-06-01
46490,Still Life 2,2009-08-10
46480,Still Life,2005-06-06
42718,Call of Duty®: Black Ops Escalation Content Pack,2011-06-02
39160,Dungeon Siege III,2011-06-20
57900,Duke Nukem Forever,2011-06-13
102700,A.V.A. Alliance of Valiant Arms™,2011-06-14
9880,Champions Online,2009-09-01
99900,Spiral Knights,2011-06-14
22520,Spectromancer - Truth &amp; Beauty,2011-06-13
73014,Cities in Motion: Design Now,2011-06-14
7530,Two Worlds II Castle Defense,2011-06-14
95700,The Cat and the Coup,2011-06-15
49470,Magic: The Gathering - Duels of the Planeswalkers 2012,2011-06-15
91810,Ancients of Ooga,2011-05-20
49604,Beat Hazard Ultra,2011-06-16
98210,Frozen Synapse: Soundtrack,2011-06-16
97000,Solar 2,2011-06-17
46760,Ironclads: Schleswig War 1864,2011-06-21
46830,Ironclads: Anglo Russian War 1866,2011-06-21
73035,Magicka: Final Frontier,2011-06-21
46840,Ironclads: Chincha Islands War 1866,2011-06-21
21100,F.E.A.R. 3,2011-06-21
73037,Magicka: Frozen Lake,2011-06-21
73036,Magicka: The Watchtower,2011-06-21
24635,Trainz Simulator DLC: The Duchess,2011-06-22
901679,Magicka: Party Robes,2011-06-21
25810,Europa Universalis III: Western - AD 1400 Spritepack,2011-06-23
99100,Dungeons and Dragons: Daggerdale,2011-06-24
44660,RETRO – Expansion Pack for RACE 07,2011-06-23
90209,Farming Simulator 2011 Equipment Pack 2,2011-06-24
25809,Europa Universalis III: Eastern - AD 1400 Spritepack,2011-06-23
42903,Hearts of Iron III: For the Motherland,2011-06-28
22631,Worms Reloaded: Puzzle Pack,2011-06-30
22634,Worms Reloaded: Retro Pack,2011-06-30
22633,Worms Reloaded: Time Attack Pack,2011-06-30
57656,Dungeons: Map Pack DLC,2011-07-01
22632,Worms Reloaded: Forts Pack,2011-06-30
94590,Puzzle Agent 2,2011-06-30
35425,Killing Floor: Steampunk Character Pack,2011-07-02
73192,Pride of Nations: Spanish-American War 1898,2011-07-18
105700,Tobe's Vertical Adventure,2011-07-18
72750,Fallout New Vegas: Old World Blues,2011-07-18
56538,"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",2011-07-19
63950,IL-2 Sturmovik: Cliffs of Dover,2011-07-19
61100,Lucid,2011-07-19
65228,Train Simulator: BR Class 421 '4CIG' Loco,2011-07-19
55205,Homefront: Express 870 Shotgun,2011-07-21
102200,Runespell: Overture,2011-07-20
64013,Men of War: Assault Squad - Skirmish Pack,2011-07-21
15522,Aaaaa! - Brutal Concussion,2011-07-22
63802,Delve Deeper: Treasures and Tunnels,2011-07-22
92302,A.R.E.S.: Berzerker Suit,2011-07-22
73183,Cities in Motion: Metro Stations,2011-07-22
42210,Nancy Drew®: Secrets Can Kill REMASTERED,2010-08-24
65790,ARMA: Cold War Assault,2011-08-08
92803,SpaceChem: 63 Corvi,2011-07-22
57690,Tropico 4,2011-09-01
42220,Nancy Drew®: The Captive Curse,2011-06-28
42230,Nancy Drew®: Trail of the Twister,2010-06-29
111000,The Clockwork Man,2011-08-10
73193,Pride of Nations: American Civil War 1862,2011-08-10
38740,EDGE,2011-08-11
99612,Civilization V - Civ and Scenario Pack: Korea,2011-08-11
99614,Civilization V - Scenario Pack: Wonders of the Ancient World,2011-08-11
91604,Sanctum: Official Soundtrack,2011-08-12
70120,Hacker Evolution Duality,2011-08-15
107200,Space Pirates and Zombies,2011-08-15
97108,Section 8: Prejudice Frontier Colonies Map Pack,2011-08-16
97106,Section 8: Prejudice Blitz Pack,2011-08-16
97107,Section 8: Prejudice Overdrive Map Pack,2011-08-16
56487,"Warhammer 40,000: Dawn of War II - Ultramarines Pack",2011-08-16
72760,Fallout New Vegas®: Lonesome Road™,2011-09-20
99910,Puzzle Pirates,2011-08-31
18070,The Baconing,2011-08-31
55150,"Warhammer 40,000: Space Marine",2011-09-05
63940,Men of War: Vietnam,2011-09-08
98400,Hard Reset Extended Edition,2012-07-12
73194,Pride of Nations: The Franco-Prussian War 1870,2011-09-06
46520,Wasteland Angel,2011-09-01
22230,Rock of Ages,2011-09-07
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2011-09-13
33420,Call of Juarez®: The Cartel,2011-09-13
73185,Cities in Motion: German Cities,2011-09-14
49473,Magic: The Gathering 2012 - Expansion,2011-09-14
73210,Sengoku,2011-09-15
110600,Astro Tripper,2011-09-15
200080,Nancy Drew®: Shadow at the Water's Edge,2010-10-19
200440,Two Worlds II - Pirates of the Flying Fortress,2011-09-20
111400,Bunch of Heroes,2011-09-21
57923,Duke Nukem Forever: Hail to the Icons Parody Pack,2011-10-11
48220,Might &amp; Magic: Heroes VI,2011-10-13
9420,Supreme Commander: Forged Alliance,2011-09-28
113200,The Binding of Isaac,2011-09-28
90208,Farming Simulator 2011 Equipment Pack 3,2011-09-29
200230,Off-Road Drive,2011-09-29
9350,Supreme Commander,2007-02-20
901776,Fate of the World: Tipping Point,2011-09-29
201100,Post Apocalyptic Mayhem: DLC - Chaos Pack,2011-09-29
80202,Fate of the World: Denial,2011-09-29
80204,Fate of the World: Migration,2011-09-29
34842,Sniper: Ghost Warrior - Second Strike,2011-09-09
95900,Air Conflicts: Secret Wars,2011-09-30
80207,Fate of the World: Extras Pack,2011-09-29
45770,Dead Rising 2: Off the Record,2011-10-11
18080,The Baconing DLC - Roesha – One Bad Mutha Co-op Character,2011-10-11
200670,Disciples III - Resurrection,2011-10-11
108210,Memoir '44 Online,2011-10-12
65231,Train Simulator: Amtrak Acela Express EMU Add-On,2011-10-13
115100,Costume Quest,2011-10-14
47930,The Sims™ 3 Pets,2011-10-18
41816,Gratuitous Space Battles: The Parasites,2011-10-17
201480,Serious Sam: The Random Encounter,2011-10-24
200910,Before the Echo,2011-10-20
200130,Puzzler World 2,2011-10-24
201490,Airline Tycoon 2,2011-10-24
65610,ArcaniA: Fall of Setarrif,2011-10-24
43190,The Haunted: Hells Reach,2011-10-24
102622,Orcs Must Die! - Artifacts of Power,2011-10-25
39270,Dungeon Siege III: Treasures of the Sun,2011-10-25
24200,DC Universe™ Online,2011-11-02
55370,Saints Row: The Third Initiation Station,2011-11-01
57696,Tropico 4: Junta Military DLC,2011-11-03
71340,Sonic Generations Collection,2011-11-03
202670,Nancy Drew®: Alibi in Ashes,2011-11-02
102623,Orcs Must Die! - Lost Adventures,2011-11-08
115300,Call of Duty®: Modern Warfare® 3,2011-11-08
110800,L.A. Noire,2011-11-08
110810,L.A. Noire: DLC Bundle,2011-11-08
64016,Men of War: Assault Squad - MP Supply Pack Charlie,2011-11-09
94203,Jamestown Soundtrack,2011-11-10
94202,"Jamestown: Gunpowder, Treason, &amp; Plot",2011-11-10
202520,Dungeon Defenders Halloween Costume Pack,2011-11-11
202523,Dungeon Defenders Capture the Flag Pre-Alpha Pass (Free DLC),2011-11-11
202521,Dungeon Defenders Halloween Mission Pack,2011-11-11
61310,Fractal: Make Blooms Not War,2011-11-29
73092,Magicka: Horror Props Item Pack,2011-11-29
91100,SkyDrift,2011-11-21
73091,Magicka: Holiday Spirit Item Pack,2011-11-29
34345,Total War: SHOGUN 2 - The Hattori Clan Pack,2011-11-30
201272,Total War: Shogun 2 - Blood Pack DLC,2011-11-30
73058,Magicka: The Stars Are Left,2011-11-29
25812,Europa Universalis III: Reformation SpritePack,2011-11-30
25811,Europa Universalis III: Enlightenment SpritePack,2011-11-30
46350,Real Warfare 1242,2010-06-11
200880,Batman Arkham City: Nightwing Bundle,2011-12-01
202200,Galactic Civilizations® II: Ultimate Edition,2011-12-02
24083,Train Simulator: West Coast Main Line North Route Add-On,2011-12-01
113400,APB Reloaded,2011-12-06
80340,Blackwell Unbound,2012-01-13
200870,Batman Arkham City: Robin Bundle,2011-12-01
64017,Men of War: Assault Squad - Skirmish Pack 2,2011-12-12
35429,Killing Floor - Steampunk Character Pack 2,2011-12-07
201510,Flatout 3: Chaos &amp; Destruction,2011-12-13
201877,Assassin's Creed Revelations - The Ancestors Character Pack,2011-12-13
203700,Dungeon Defenders The Great Turkey Hunt! Mission &amp; Costumes,2011-12-13
57695,Tropico 4: Plantador DLC,2011-12-14
23530,Earth Defense Force: Insect Armageddon,2011-12-14
49475,Magic 2012 Deck Pack 2,2011-12-14
55344,"Warhammer 40,000: Space Marine - Golden Relic Chainsword",2011-12-15
55341,"Warhammer 40,000: Space Marine - Traitor Legions Pack",2011-12-15
98820,Dungeons of Dredmor: Realm of the Diggle Gods,2011-12-14
55340,"Warhammer 40,000: Space Marine - Emperor’s Elite Pack",2011-12-15
49337,Pirates of Black Cove: Origins,2011-12-15
55343,"Warhammer 40,000: Space Marine - Golden Relic Bolter",2011-12-15
91616,Sanctum: X-Mas Carnage (Free DLC),2011-12-15
201310,X3: Albion Prelude,2011-12-15
35720,Trine 2: Complete Story,2013-06-06
204381,Dungeon Defenders - Quest for the Lost Eternia Shards Part 1,2011-12-15
204010,Satazius Demo,2011-12-16
111403,Bunch of Heroes: Holiday Pack (Free DLC),2011-12-19
203990,SATAZIUS,2011-12-16
204030,Fable - The Lost Chapters,2011-12-19
200620,Renegade Ops - Reinforcement Pack,2011-12-19
202452,Crazy Machines 2: Happy New Year DLC,2011-12-19
204380,Dungeon Defenders - Etherian Holiday Extravaganza,2011-12-20
55395,Saints Row: The Third Warrior Pack,2011-12-20
200610,Renegade Ops - Coldstrike Campaign,2011-12-19
55471,"Warhammer 40,000: Space Marine - Alpha Legion Champion Armour Set",2011-12-20
55473,"Warhammer 40,000: Space Marine - Salamanders Veteran Armour Set",2011-12-20
55472,"Warhammer 40,000: Space Marine - Blood Angels Veteran Armour Set",2011-12-20
55470,"Warhammer 40,000: Space Marine - Legion of the Damned Armour Set",2011-12-20
55347,"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",2011-12-20
23553,Earth Defense Force Tactician Advanced Tech Package,2011-12-20
23552,Earth Defense Force Aerialist Munitions Package,2011-12-20
23551,Earth Defense Force Trooper Special Issue Enforcer Package,2011-12-20
200890,Batman Arkham City: Challenge Map Pack,2011-12-21
200860,Batman Arkham City: Arkham City Skins Pack,2011-12-21
23550,Earth Defense Force Battle Armor Weapon Chest,2011-12-20
200390,Oil Rush,2012-01-25
65244,Train Simulator: Woodhead Route Add-On,2012-01-26
24480,King Arthur II: The Role-Playing Wargame,2012-01-27
24488,King Arthur II: Dead Legions,2012-01-27
204340,Serious Sam 2,2005-10-11
203510,Fortune Summoners,2012-01-30
9900,Star Trek Online,2010-02-02
204386,Dungeon Defenders: Barbarian Hero DLC,2012-01-31
204385,Dungeon Defenders: Assault Mission Pack,2012-01-31
57740,Jagged Alliance - Back in Action,2012-02-08
204390,Pineapple Smash Crew,2012-02-02
42968,Victoria II: A House Divided,2012-02-02
105800,PixelJunk™ Eden,2012-02-02
105802,Pixeljunk Eden Soundtrack,2012-02-02
111100,Snuggle Truck,2012-02-03
203210,Titan Attacks!,2012-02-03
45773,Dead Rising 2: Off the Record BBQ Chef Skills Pack,2012-02-06
45774,Dead Rising 2: Off the Record COSPLAY Skills Pack,2012-02-06
205160,Choplifter HD - Night Avenger Chopper,2012-02-14
203770,Crusader Kings II,2012-02-14
203772,Crusader Kings II: Dynasty Shields,2012-02-14
203773,Crusader Kings II: Mongol Faces,2012-02-14
92620,Xotic DLC: Pipe Works Expansion Pack,2012-02-15
205120,Choplifter HD - Zombie Zombie Zombie,2012-02-14
108710,Alan Wake,2012-02-16
24065,Train Simulator: Glasgow Airport Rail Link Route Add-On,2010-05-05
73039,Magicka: Lonely Island Cruise,2012-02-16
10220,Postal III,2011-12-21
108110,Starpoint Gemini,2012-02-16
65302,Dustforce Soundtrack,2012-02-17
200210,Realm of the Mad God,2012-02-20
42905,Hearts of Iron III: Dies Irae Stars &amp; Stripes Spritepack,2012-02-20
55381,Saints Row: The Third - Gangstas in Space,2012-02-21
204440,Pickers,2012-02-22
205690,1000 Amps,2012-02-22
201882,Assassin's Creed® Revelations - The Lost Archive,2012-02-28
207490,Rayman® Origins,2012-03-29
206760,Painkiller: Recurring Evil,2012-02-29
206521,Spiral Knights: Operation Crimson Hammer,2012-02-29
65249,Train Simulator: DB Freight: 1970s Loco Add-On,2012-03-01
206710,Cities In Motion: Design Dreams,2012-02-29
108500,Vessel,2012-03-01
206690,iBomber Defense Pacific,2012-03-01
205830,Luxor Evolved,2012-03-01
108726,Alan Wake Collector's Edition Extras,2012-03-02
47932,The Sims™ 3 Showtime,2012-03-06
115110,Stacking,2012-03-06
203560,Containment: The Zombie Puzzler,2012-03-02
65246,Train Simulator: Cologne-Dusseldorf Route Add-On,2012-03-08
65253,Train Simulator: South West Trains Class 444 EMU Add-On,2012-03-08
207420,Wizorb,2012-03-14
73060,Defenders of Ardania,2012-03-14
207790,Jane's Advanced Strike Fighters,2012-03-08
207710,Bumbledore,2012-03-15
204388,Dungeon Defenders - President's Day Surprise,2012-03-15
71167,ToeJam &amp; Earl in Panic on Funkotron,2012-03-14
204382,Dungeon Defenders - Quest for the Lost Eternia Shards Part 2,2012-03-15
207250,Cubemen,2012-03-16
208110,Myst V,2012-03-16
208540,Dungeon Defenders Lucky Costume Pack,2012-03-16
19320,Space Ark,2012-03-16
207320,Ys: The Oath in Felghana,2012-03-19
65733,Take On Helicopters: Hinds,2012-03-20
204180,Waveform,2012-03-20
55382,Saints Row: The Third - The Trouble with Clones DLC,2012-03-20
110630,Mutant Storm: Reloaded,2012-03-21
102850,Warp,2012-03-21
102510,Kingdoms of Amalur: Reckoning - Legend of Dead Kel,2012-03-20
201271,Total War: Shogun 2 - Fall of the Samurai,2012-03-22
205840,Yesterday,2012-03-22
109500,Fowl Space,2012-03-21
206416,Crazy Machines Elements DLC - Collision Course &amp; Mental Activity,2012-03-23
208630,Midnight Mysteries 3: Devil on the Mississippi,2012-03-28
208640,Midnight Mysteries 4: Haunted Houdini,2012-03-28
205630,Tropico 4: Modern Times,2012-03-29
206610,3SwitcheD,2012-03-29
65252,Train Simulator: Freightliner Class 70 Loco Add-On,2012-03-29
208541,Dungeon Defenders: Series EV Hero DLC,2012-03-29
202310,Ridge Racer™ Unbounded,2012-03-29
202690,Hegemony Gold: Wars of Ancient Greece,2012-03-30
204560,Confrontation,2012-04-04
65255,Train Simulator: Settle to Carlisle Route Add-on,2012-04-05
207430,"Hack, Slash, Loot",2012-04-05
202524,Dungeon Defenders: Penny Arcade Character Pack,2012-04-05
213530,The White Laboratory Demo,2012-04-06
213390,Atooms to Moolecules Demo,2012-04-06
280720,Imagine Earth,2014-05-20
202370,Scary Girl,2012-04-09
206881,Airline Tycoon 2: Honey Airlines DLC,2012-04-19
40390,Risen 2: Dark Waters,2012-04-26
204383,Dungeon Defenders: Quest for the Lost Eternia Shards Part 3,2012-04-26
40391,Risen 2: Dark Waters - A Pirate's Clothes DLC,2012-04-27
40392,Risen 2: Dark Waters - Treasure Isle DLC,2012-04-27
203750,Binary Domain,2012-04-27
209370,Analogue: A Hate Story,2012-04-27
98300,Toy Soldiers,2012-04-27
209373,Analogue: A Hate Story Soundtrack,2012-04-30
201277,Total War: SHOGUN 2 - Dragon War Battle Pack,2012-05-01
55397,Saints Row: The Third - Steelport Gangs Pack,2012-05-01
211204,Phantasy Star III: Generations of Doom,2012-05-02
211203,Phantasy Star II,2012-05-02
211207,The Revenge of Shinobi,2012-05-02
211206,Streets of Rage 3,2012-05-02
211205,Phantasy Star IV: The End of the Millennium,2012-05-02
211208,VectorMan 2,2012-05-02
91609,Sanctum: Yogscave (Free DLC),2012-05-03
65258,Train Simulator: Settle Carlisle Specials Add-On,2012-05-03
108232,Ticket to Ride - USA 1910,2012-05-24
211209,Wonder Boy in Monster World,2012-05-02
206714,Cities in Motion: Paris,2012-05-15
203344,Jagged Alliance - Back in Action: Shades of Red DLC,2012-05-15
41014,Serious Sam HD: The Second Encounter,2010-04-28
41019,Serious Sam HD: The Second Encounter - Legend of the Beast DLC,2012-05-15
210230,Nancy Drew®: Tomb of the Lost Queen,2012-05-16
211800,Dead Hungry Diner,2012-05-16
65256,Train Simulator: BR Class 423 ‘4VEP’ EMU Add-On,2012-05-17
65218,Train Simulator: Portsmouth Direct Line Route Add-On,2012-05-17
209100,Resident Evil: Operation Raccoon City,2012-05-18
211010,Alien Shooter 2 Conscription,2012-05-18
205530,Gratuitous Tank Battles,2012-05-17
90207,Farming Simulator Farming Classics Pack 4,2012-05-18
108230,Ticket to Ride - Europe,2012-05-24
108200,Ticket to Ride,2012-05-24
208281,Train Simulator: DB BR143 Loco Add-On,2012-05-24
208284,Train Simulator: Class 67 Diamond Jubilee Loco Add-On,2012-05-31
207350,Ys Origin,2012-05-31
208545,Dungeon Defenders: Talay Mining Complex Mission Pack,2012-05-31
213370,Max Payne 3 Rockstar Pass,2012-05-31
204100,Max Payne 3,2012-05-31
203766,Binary Domain - Multiplayer Map Pack,2012-06-01
203765,Binary Domain - Dan Marshall Pack,2012-06-01
204182,Waveform: Eris,2012-06-04
98821,Dungeons of Dredmor: You Have To Name The Expansion Pack,2012-06-05
212500,The Lord of the Rings Online™,2012-06-06
209790,Splice,2012-06-13
207080,Indie Game: The Movie,2012-06-12
42170,Krater,2012-06-12
213330,LEGO® Batman 2 DC Super Heroes™,2012-06-22
204900,Quantum Conundrum: The Desmond Debacle,2012-06-21
212160,Vindictus,2012-06-22
210561,Sniper Elite V2 - Kill Hitler + 2 Rifles,2012-06-06
42696,Call of Duty®: Modern Warfare® 3 Collection 2,2012-06-21
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25
203830,The Dark Eye: Chains of Satinav,2012-06-22
213195,Dungeons &amp; Dragons Online® Menace of the Underdark™,2012-06-25
206480,Dungeons &amp; Dragons Online®,2012-06-25
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-26
210893,Crusader Kings II: Songs of the Caliph,2012-06-26
203778,Expansion - Crusader Kings II: Sword of Islam,2012-06-26
200010,Quantum Conundrum,2012-06-21
17080,Tribes: Ascend,2012-06-27
210933,Killing Floor - Harold Lott Character Pack,2012-07-05
214170,Divine Divinity,2002-09-20
210892,Crusader Kings II: African Unit Pack,2012-06-26
92622,Xotic DLC: Warp Field Expansion Pack,2012-07-06
205550,Foreign Legion: Multi Massacre,2012-07-09
204384,Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,2012-07-10
1840,Source Filmmaker,2012-07-10
97368,Magic 2013 “Goblin Gangland” Deck Key,2012-07-11
97364,Magic 2013 “Pack Instinct” Deck Key,2012-07-11
210041,Street Fighter X Tekken: Hugo (Swap Costume),2012-07-20
97371,Magic 2013 “Obedient Dead” Foil Conversion,2012-07-11
97369,Magic 2013 “Goblin Gangland” Foil Conversion,2012-07-11
98421,Hard Reset: Exile DLC,2012-07-11
